username	name	status	kategori
aesrosen	rose	@aesbiblee aya diskon na teu? Hayang beli kalo aya mah teh	
TobukOnline	Book Store	Katanya komika @AryaNovrianus lahir di kamar mandi? baca deh #tetanus Rp 45000 pesan ke 08111592235 https://t.co/7jRY7shq7S diskon nih 20%	
DaniatyWiera	wira daniaty	Lumayan diskon ðŸ˜ (with zyhaaan at Wardah Beauty House ) â€” https://t.co/zVbfjYkDxJ	
baicrene	vorysðŸ‘„	tadi byk diskon:(( tpi syg duit hueee	
ecogreenpark	Eco Green Park	"Dua maskapai ini memberikan diskon 20% bagi pengunjung eco green park, Apa saja syaratnya? https://t.co/pW9UdPAkMo #ecogreenpark"	wisata
ProdukDigitalID	Digiz	SALE GILA-GILA-an Diskon 70% s/d 80% di https://t.co/fKei2hUdHA -D-	lain-lain
TB_Junhoe	j u n e ã…¡ JFB?!	Bukan diskon ucet https://t.co/v1pgrt3jyq	
AdaDiskon	AdaDiskon.com	Promo diskon beli kosmetik Zoya hari ini https://t.co/FUKdYYsq2L	
syahronibintang	RONNI	New Terios Spirit Diskon 22 Jt https://t.co/O1DMPvH0qU	otomotif
Giladiskon	Giladiskon Indonesia	#diskon #promosi Texas Chicken Promo Menu Baru - Beli Cruncheese Chicken Cuma Rp. 16.364 https://t.co/oHUI9CSjYh	kuliner
ggo_fremmy	Cardinal Shana	"@ggomarques ""Level 3 special Gloves satu. Berapa?"" Shana tersenyum seramah mungkin, siapa tahu dikasih diskon?"	
tky_rome	"Raiden, ç™½äº•"	@tky_minhee // Muka pecinta diskon banget kamu mah.	
pastagio_banjar	PastaGio Jogjakarta	Diskon (potongan harga) -100rb dinner /ultah pada senin - jumat u/ follower snapchatâ€¦ https://t.co/zPIJt5tecS	kuliner
Giladiskon	Giladiskon Indonesia	"Games & Mainan Super PROMO, Diskon hingga 65%,Info->Â https://t.co/1swwVEDye4"	lain-lain
katalogpromosi	katalogpromosi	D'Paris Silver Diskon hingga 20% dengan Kartu Kredit PERMATA BANK https://t.co/GJYUuvP0gn	lain-lain
EventJakartaCom	Event Jakarta	Calling All tenants! New Year BigFest Pusat diskon barang2 berkelas! 28Des'16â€“1Jan'17 Di Grand Indonesia 08159399582 https://t.co/kHv1BMwQ8a	lain-lain
kuroayumi	Ayumi	@jscptr aku aja kesana abis uts kok... dan beruntung beli LN sung dapet diskon... Kantong mahasiswa emg merana hiks	
realcoupons	Real Coupons	RT @denyjackrose: Diskon 90% untuk Semua Produk di https://t.co/VjrW8xvdUK ambil kupon disini https://t.co/uYRRKfNjRm #Discount	lain-lain
Giladiskon	Giladiskon Indonesia	Lazada Promo Online REVOLUTION Sale - Gebrakan Diskon + Harga Special https://t.co/oHyaq5EpfV #diskon	lain-lain
ReksadanaA	APL STRONG	"RT @meggabitta: Dari pada lo ribut. Mending pada beli BH sanah. Lumayan, dapet diskon bermanfaat pula."	
BinhJune	Binh June	@indosatcare Terima kasih sudah memberikan diskon brlanja di lazada. I love you @indosatcare	
iVisual_k	I'm Visual	PROMOTE = DISKON! 20 twit promote = diskon 2 ribu 30 twit = 3 ribu 40 twit = 4 ribu >50 twit = 5 ribu	lain-lain
sunswendy	â¥ìŠ¹ì™„ì´~	@cyvjng ga ada diskon diskonan ntar aku rugi :(	
denyjackrose	Deny Jackrose	Diskon 90% untuk Semua Produk di https://t.co/VjrW8xvdUK ambil kupon disini https://t.co/uYRRKfNjRm #Discount	lain-lain
raymonhakim1	Raymon Hakim	RT @TravelNow79: Jumat barokah selera nusantara 65k. murah enak rame yuk yg mau #diskon 50% Resv 08116913002 @NagoyaMansion #batam https://â€¦	kuliner
katalogpromosi	katalogpromosi	THE BODY SHOP Diskon hingga 50%* dengan menukarkan MANDIRI fiestapoin https://t.co/4a9cnfrPQb	kecantikan
ripyebin	YebinÒ‚	@ripsomi @ripjwonw dapet diskon ga mba?	
geekusumaa	Gesti Lestari Kusuma	"@LazadaID mau nyantai dikamar sambil tiduran terus ngecek produk Lazada yg lagi diskon besar""an hahha #CeritaBelanjaLazada"	
shirtlova	MERCH JKT48/AKB48	#ArigatouGhaida BACKPACK BLACK-WHITE-RED JKT48! Harga masih diskon cuma 100k. blm ongkir. Ini model terlaris lho https://t.co/I1JulXWMwP	fashion
reelisshoman	ã…¤	@jaeilx94 kurang satu nih kita. Harus bertiga biar dapet diskon	
DISKONBATIK	DISKON BATIK	RT @Dealspromo: #hotel #di #batam Dapatkan #diskon https://t.co/oqafSvAQ0b #promo Terbaik dipesan disini: https://t.co/Co1hvvgrkA httpsâ€¦	fashion
DISKONBATIK	DISKON BATIK	RT @NM_Residence: Dapatkan #diskon langsung 1JUTA untuk SEWA apartement Nagoya Mansion Hub Tenant : 082166610045 dan klik disini : https://â€¦	properti
metlandtambun_	Metland Tambun	Launching produk terbaru dan terakhir di lokasi terdepan kawasan terpadu Metland Tambun. Harga mulai dari 800 jt-anâ€¦ https://t.co/n8f7nNNYe8	properti
twcdhyunn	Miday	@leehaeuyn ini udh otw akhir bulan ada diskon belum ._.	
heriSBuhori	Heri S Buhori	RT @GrandDafamBela: Tunjukan kartu BPJS ketenagakerjaan dan dapatkan diskon sampai 40% https://t.co/vGWHU9YIWh	lain-lain
powerangerbiru1	m	@perfcvk umpung diskon	
tasuniq	Tas Uniq	Dapatkan dompetmokamula ini dengan harga harga 110rb. Diskon 10% untuk reseller. Add pin BB 73CBFCC4 https://t.co/xho8VPJ2Na	fashion
katalogpromosi	katalogpromosi	KIDZANIA Fantastic Promo diskon 50% hanya dengan menunjukan STNK Mobil Anda* https://t.co/GTvoH34TXs	wisata
katalogpromosi	katalogpromosi	BATIK DANAR HADI Diskon 15%+10% dan cicilan 0% HINGGA 6 bulan dengan KARTU KREDIT MANDIRI https://t.co/L139jOW9C2	fashion
Giladiskon	Giladiskon Indonesia	"Camera & Fotografi lover,Gebyar diskon hingga 58%,Info->https://t.co/5KiEeVuDPI"	elektronik
katalogpromosi	katalogpromosi	KYOCHON Promo Diskon 15% + Up to 25% dengan Mandiri Fiestapoin berlaku sd 31 Desember 2016 https://t.co/VY3YRglo9B	lain-lain
AdaDiskon	AdaDiskon.com	"Ladies, koleksi wanita Hush Puppies diskon hingga setengah harga! Serbuu https://t.co/gNM9Q3unsT"	fashion
Jiya_Sang	UBII	@Naomi_JKT48 @sendyJKT48 doanya semoga sendok bisninya lancar jaya ðŸ˜‰ klo qw beli diskon 99% ðŸ˜†ðŸ˜† ok gk mi?	
TB_Rose97	ì±„ì˜ì´	"Kaya orang kere aja jun nyari diskon, duit mah gampang dicari https://t.co/LnqCgBQVdI"	
aaa_gunkkk	AG	"sumpah gk niat banget belanja.... tp ada daya,, gatel liat diskon ðŸ˜œðŸ˜œ https://t.co/LCNSIoFuUV"	
binjaisupermall	Binjai Supermall	Joyful Season di Matahari Department Store Binjai Supermall. Diskon 50%+20% https://t.co/sn1A5Cibd9	lain-lain
herjunot_adhiet	Herjunot S Adhietya	"RT @BiGTiVi: Sudah punya rencana liburan? Pesan kamar hotel sekarang juga di @MaxOneHotels. Diskon hingga 75%, klik : https://t.co/b4M7E5ZNâ€¦"	wisata
btsjamskr	Jams	@theistral kalo tersesat tinggal manggil greb ae kak :v bayar mabelas rebu blom diskon jam sepi :v	
Fe_Ardiansah18	@Feri_Ardiansah18	RT @KartuKreditBCA: #BCAOnlinePromo diskon hingga 85% setiap Senin dgn BCA Visa & MasterCard di merchant pilihan! Info lengkap kunjungi httâ€¦	lain-lain
wxldrose	Jenessa Shin.	@1993kgbjh ya borong baksonya. Yang banyak hehe. Kedipin abangnya biar di diskon	
SanibniN	nyitnyit	Nungguin yang buka toko tanggal 28 desember siapa tau dapat diskon ðŸ˜ https://t.co/pFWgQLfWf0	
psd_lovers	PSD Lovers Official	"Ada kabar gembira utk para calon yg mau menjadi reseller PSD,kita adakan diskon besar, penasaran? ayo ketahui selengkapnya CP: 087822177785"	lain-lain
MGsports_id	MG Sports Indonesia	Promo Year End Sale: diskon 10% untuk semua tipe sepatu roda COUGAR... kunjungi Gramedia & tokoâ€¦ https://t.co/YUqGODGbyo	fashion
BiGTiVi	BIGTV Indonesia	"Sudah punya rencana liburan? Pesan kamar hotel sekarang juga di @MaxOneHotels. Diskon hingga 75%, klik :â€¦ https://t.co/W3ajf92a5E"	wisata
PBPreferred	PermataPreferred	Gunakan PermataShoppingCard untuk dapat diskon 50% di toko online terpilih & cashback 5% di semua toko online. Cekâ€¦ https://t.co/vbS74GXI7j	lain-lain
JakPatID	Jajak Pendapat	"yuk dukung #penelitian km dg pasang #kuisioner di jakPat^^ ad diskon buat mahasiswa lho, respondennya byk n valid^^ https://t.co/rxoX5ykBKg"	
bukabuku	BukaBuku.COM	#Serendipity >> https://t.co/Uxvl7h9vQI Edisi Non TTD Diskon 20% karya @eriscariani @penerbitinari https://t.co/txWwZgANYL	lain-lain
KartuKreditBCA	Kartu Kredit BCA	#BCAOnlinePromo diskon hingga 85% setiap Senin dgn BCA Visa & MasterCard di merchant pilihan! Info lengkap kunjungiâ€¦ https://t.co/SDIhLujlRr	lain-lain
DINOMARKET	DINOMARKET.com	Lengkapi alat rumah tanggamu dgn Princess Kitchen Home Appliances Diskon Hingga 70%. Klik https://t.co/a0wCXwzulyâ€¦ https://t.co/NOu9vxAMu9	rumah tangga
letsbehijab	Behijab	"Khusus bulan November, Behijab mengadakan program sale "" Big Sale November"" Dapatkan Diskon sampai dengan 50%... https://t.co/9iIyiqRiBx"	fashion
prstwaprilia	â™¥ Aprilia â™¥	Lah diskon disaat tgl tua	
KKRYSTALDAY	Keela	@HOLXDAY ikut nf aja lagi diskon	
tky_minhee	ç¯ å´Ž Chiaki	"@tky_rome //oh iya dong, apapun demi diskon"	
katalogpromosi	katalogpromosi	https://t.co/CGmlXxX19m Promo Diskon upto 100rb* untuk Maskapai & up to 150rb* untuk Hotel dgn CC Standard Chartered https://t.co/p66dkm808b	wisata
MaisarohLiis	Liis maisaroh	size M diskon 50% https://t.co/IWsEKOCuPy	fashion
FahraSeptiani	F A H R A	Diskon everywhere kmfrtðŸ˜¤ (at @depokonline) â€” https://t.co/GlZKNbjmaE	
LKIMXTE	Ale[H]	@YEWONXTE @BWSXTE diskon 101% dah	
juraganPickup	Juragan mobil bdg	"Mitsubishi T120 ss . Colt diesel L300, strada triton.. Diskon besar!! pemesanan hub pin:224F94C4 ,085624829 ##mitsubishi #pajero #outlander"	otomotif
actchaewon	sales tas Óœ Chae Won	"Dibeli dibeli tasnya, khusus hari ini ada diskon spasial. 0,25% !!! Segera beli sebelum promo berakhir!!!"	fashion
najaeminct_	Jaemin	@Visonaeun @rnjunctd mana ada diskon diskon	
Giladiskon	Giladiskon Indonesia	"Value Deal @Dominos_ID Promo Menu Special Diskon hingga 50%,Info->https://t.co/sWpjynf6ql"	kuliner
daria_tamara	Daria Tamara	Lagi ada festival diskon dr bhinnekacom?	
amhillazhrtiara	mil	@sesharatuliuu diskon kl gt sist	
yayoimusume	Faira	"@Eve_Shi @jusrecht Katanya diskon itu datang secepat tornado, jadi harus buru2 ^^"	
jahjijahH	Nurul Azizah H.	Niatnya mau belajaar eeeeehhh ngeliat diskon (with fida at City of Tomorrow (CITO)) â€” https://t.co/Itwo2FaDnx	
ayytahirah	Sayyidah Tahirah	"Ya Alloh lindungilah hamba dari diskon yg menyebutkan beli satu gratis tiga Yg setelah dibagi tiga, harganya per item 70k, msh mahal -,,-"	
djsomiiyy	O m i y	Diskon mulu ntar saya tekor ;) https://t.co/MpJTMLxdsz	
kartudanamon	Kartu Danamon	Diskon 40% dari Published Rate dgn @kartudanamon di La'Riz Wthree Hotel Logaligo Makassar s/d 28-Feb-17 info 1 500 090.SKB	lain-lain
Jagadmayanet	Cara Gila Jualan	"RETWEET dapet DISKON!! Sepatu wanita ,daster murah,baju hijab Invite Pin BB 31406d58 https://t.co/tqnvqmcBvw #reseller"	fashion
MRSKYUL	Kiyul à¹‘	@ksjlite @namgeeks diskon serebu doang ye ðŸ˜‚	
akujames_	james	"@syifanadaqth ada tuh tas diskon 79% palah , tas bungkus kopi"	
KatalogDisc0unt	Katalog Discount	"Dâ€™crepes Menu Savory Diskon Rp. 2000, 20 â€“ 20 November 2016 https://t.co/pWCstsERtC"	kuliner
_furyy	Es Teh Manis	Wkwk pasti lagi ngejer diskon tadi kwwkw https://t.co/TP2axwUDzV	
Erwin_ZL	ERWIN ZL	"RT @Giladiskon: Super Outlet SALE @ZaloraID Diskon hingga 70%,Info-> https://t.co/eklOdoSuXC"	fashion
katalogpromosi	katalogpromosi	EXCELSO Diskon 30% dengan Kartu Kredit BNI berlaku sd. 31 Maret 2017 https://t.co/y8qA8d23LQ	kuliner
katalogpromosi	katalogpromosi	TheFOODHALL Diskon hingga 25% dengan MANDIRI FIESTAPOIN https://t.co/JpZUbNLuNn	kuliner
AdaDiskon	AdaDiskon.com	Jelang akhir tahun ada banyak sale AdaDiskoners! Berikut info Minimal bazaar https://t.co/Y3MtTTXt2b	
syifanadaqth	Syifa	@akujames_ Lucuan juga tas yang lagi diskon 75% aack lucuu :((	
kuroayumi	Ayumi	"Mantap nih... Buat japanese novel gue dapet diskon 10% aja Gapapa yg penting """"""Diskon"""""" https://t.co/PiXBZLPxLS"	
Yeni_Setiyawati	yeni setiyawati	Belanja di @alfamart makin puas dan hemat berkat diskon 10% dari line.indo makanya yuk buruanâ€¦ https://t.co/C6mUSvVVc2	lain-lain
BenNtra01	Muhammad Subentra	"@Ahmmmm235 @GrabID hahahhaa, iah bu harga udh 10.000,trs di diskon gty yah!? Haha.. Moga aja anda, kluarga anda ga ngrasain pndritaan driver"	
imnamyeon	Nayeon Im.	@s_meenho Mau nawar diskon ayam sama soju 100% bisa nga	
PrietyPadu	Padu Jr.	"Nda dapa diskon le ðŸ˜’ðŸ™„ (with Echa Thawil, Mil, and Riefo at RM Bakar Rica) â€” https://t.co/6Af4gVBXan"	
mooienterprise	Mooi Net	Kapan lagi beli voucher game online murah dengan diskon? Cuman di Mooi loh :)	lain-lin
gaudinai_	Nainna	"Jauhkan hamba dari barang2 diskon yg terkutuk --"""	
Sonora998	Sonora Purwokerto	Ada berbagai koleksi baju buat cowok cewek yg tentunya kekinian dan DISKON 50% hanya di Hanna Hanzel ! cuss buruanâ€¦ https://t.co/VopwC1SJKz	fashion
BankMegaID	PT Bank Mega Tbk.	Diskon 50% utk menu Dave's Single @Wendys_ID dgn #KartuKreditBankMega. Info: https://t.co/CCC3JUxQXfâ€¦ https://t.co/WT6vfmI910	kuliner
TravellersID	Pradikta Dwi Anthony	"RT @TravellersID: Kalau lagi nyari diskon sewa apartemen/rumah/vila buat liburan/kerja, ini ada diskon 40%. Book di https://t.co/7KAzL9UNWVâ€¦"	properti
_mahada15	ma ha da	RT @dwiBR: Diskon gede2an buruan merapat @DINOMARKET #Incredi8leDinomarket https://t.co/nCjQF4PiL5	lain-lain
MG_INY95	Nayeon #TT	@astrockyish diskon llaaahhh	
dokidokicloth	dokidoki clothing	"Pre Order tutup 6 Desember 2016. DISKON 10.000/pcs #POdokidoki Dino Parka (Rp200.000,-) Colours: Blue & Brown... https://t.co/cWmsZkeXg0"	fashion
katalogpromosi	katalogpromosi	HAN GANG Diskon 20% (Food Only) dengan Kartu Kredit BCA berlaku sd. 31 Desember 2016 https://t.co/73Zv3EsuWq	kuliner
ReneAdzawiyah	Khoirini R Adzawiyah	"@BNI untuk tabungan masa depan ðŸ’• plus biar dapet diskon, hadiah atau penawaran menarik lainnya ðŸ˜˜di setiap event BNI #BNITaplus"	
TYNS_TRAVEL	tynstravel.tk	Nikmati Promo of The Week booking hotel murah di Indonesia diskon s.d 67% https://t.co/dQ1yyKMDys #PromoHotel #HotelMurah #Liburan #Hotel	wisata
burupromo	Buru Promo	Diskon 20% Makan Kue di Dapur Cokelat https://t.co/p5vapsn9JL #Bekasi #Kota #MakanMinumdanJajanan #Produk	kuliner
_chakyeon90	N #S_RunningMan	@KTY_twt mumpung diskon coba aja	
nasta_inda	Nasta	RT @kdri: DISKON UP TO 40% !! Hari ini terakhir .. Segera miliki kaos HelloFest favorit kamu ðŸ˜‡ https://t.co/OIAIRrkoWB	fashion
katalogpromosi	katalogpromosi	KILLINEY Diskon 15% dengan Kartu Kredit BNI berlaku sd. 31 Mei 2017 https://t.co/EfxqK8nRRM	kuliner
kdri	Kementerian Desain	DISKON UP TO 40% !! Hari ini terakhir .. Segera miliki kaos HelloFest favorit kamu ðŸ˜‡ https://t.co/OIAIRrkoWB	fashion
makanan_bekale	Makanan Diet	BEKALE kemasan ekonomis 180gr hanya 25.000 dapatkan diskon 2.500 untuk pembelian diatas 3 kotak.	kuliner
GaleryHWI77	Diana Stockist HWI	READY!!!! PRODUK BEST SELLER Dapatkan diskon tambahan bagi yang langsung datang ke toko kami yang beralamat diPerempatan Cipasung singaparna	lain-lain
prastyorahmat1	#WLBFest BANG DOEL	RT @welove_bogor: Yang sekitar taman heulang bisa mampir kesini yaa..utk beli gelang #welovebogor yg lagi diskon jadi 15 ribu aja...cuman hâ€¦	fashion
Nindriy_	Nilam Indriyati S	"Ke mall, niatnya cuma mau beli kue, liat diskon gede, kalap, beli, nyesel, di rumah udah ada yang model kayak gitu, lupa beli kuenya. Unch"	
jueliest	bei	@kryestha @ovumfam diskon macem apaan tuh #volafcantiksangadngalahinkendall	
SeptyValentin	intansdvp	Berburu diskon. (with Sely Putri and Yolla Leonanda at Matahari Department Store) â€” https://t.co/NLQG84nL0C	
katalogpromosi	katalogpromosi	https://t.co/uI1ctnHq81 Diskon Hotel 10% dan Diskon Tiket Pesawat Rp 25.000 dengan Kartu MANDIRI https://t.co/i2Vjdf3hkT	wisata
influinc_ordiv	Influinc Printing	"Sablon kaos Satuan, Start From Rp 75.000/pcs Sablon 6pcs Dapat Diskon Rp 10.000/pcs SMS/Whatsapp +62896 3969 2748"	fashion
Diyah_Wahab	Khalimatus Sa'diyah	"Akhirnya upload di Fb juga hahaha Tinggal 2 Warna nih,... Diskon dari 150 jadi 120rb ajaaaa"	lain-lain
kuroayumi	Ayumi	@Kaien_Aerknard @SinfulSpica_ ora ono Btw gue beli dengan diskon 10% /ketawa ala anak kos/	
katalogpromosi	katalogpromosi	MING Restaurant Diskon Hingga 30% untuk F&B dengan Kartu Kredit BCA https://t.co/1IT7Jtiv5r	kuliner
Ria_Bilqis	Ria Handayani	RT @kwardani_retno: Harganya 75rb isi 200 ml. Jika ingin diskon 10% gunakan kode KBGNH14 Saat pembelian ya... #anaksehat #anaklahapmakan #mâ€¦	lain-lain
Ria_Bilqis	Ria Handayani	RT @april_hamsa: Gunakan kode voucher KBGNH15 tiap beli Madu @GrowNHealth spy dapat diskon 10% #anaksehat #anaklahapmakan #maduanak https:â€¦	lain-lain
JasaPerantara	Jasa Perantara	"#Diskon 58% menjadi Rp 1.108.692,00! Beli = https://t.co/XAcW18wdTP #eBay = https://t.co/4E4EG7XKdO #sale https://t.co/oqCjgco5Ww"	lain-lain
atria_furniture	atria_furniture	"Dapatkan Promo Item mulai dari Rp 9.900,- serta Diskon tambahan 15% untuk pengguna Kartu Kredit BCA! https://t.co/LrPMQ5hi23"	rumah tangga
DINOMARKET	DINOMARKET.com	"New Color ! Samsung Galaxy S7 edge. Diskon Hingga Rp1,2 Juta. Rasakan kemewahan Samsung Galaxy S7. Klikâ€¦ https://t.co/7rZ72kFIdA"	elektronik
deeantarakita	Dee	Liburan dulu biar kek orang2..ðŸ˜ lumayan dapet voucher diskon menginap di hotel domestik. *karenaâ€¦ https://t.co/54Hwy0ashv	
janunuary	Nunu Pratiwi	Tanggal tua begini justru racun diskon malah makin menggila. Harusnya pas lewat depan FO tadi banyak-banyak istighfar ya. Astaghfirullah.	
unyiel22	novericha	emg bnr t diskon ny 50%??? dmn? https://t.co/ZygT8VBau4	
katalogpromosi	katalogpromosi	https://t.co/uI1ctnpOJr Diskon Hotel 10% dan Diskon Tiket Pesawat Rp 25.000 dengan Kartu MANDIRI https://t.co/mRtybST9UA	wisata
SINGTOP94	Singto Percaya	@rapcuzel diskon tapi tetap dikenakan pajak ðŸ’”	
rapcuzel	mayo	@SINGTOP94 ayo segera pesan ayam di kfc terdekat dengan pemesanan pertama dapat diskon 100%	kuliner
Giladiskon	Giladiskon Indonesia	Menu HematÂ @McDonalds_IDÂ Â Diskon 20% ALL MENU! Info->Â https://t.co/uQvJgiaTTl	kuliner
katalogpromosi	katalogpromosi	Paradise Dynasty Promo Diskon 15% dengan Maybank Kartu Kredit sd. 10 Desember 2016 https://t.co/UBNX2Kl8mD	lain-lain
BekasiMusik	Bekasi Musik	RT @Promo_MMC: Bakal ada diskon khusus untuk pembelian ampli @LaneyAmpsID di booth @planetmusikoff1 @BekasiMusik @GRANDEMUSIK pada saat eveâ€¦	lain-lain
sok_keren	Mauki Jadi Pacarku?	"Â» Kata-kata motivasi yang membuat semangat para wanita itu ""sale diskon 50%"""	
AirlandaU	Airlanda Umaranti	RT @mungil2: *tutup mata dgn diskon* ðŸ’ªðŸ»ðŸ’ªðŸ»ðŸ’ªðŸ» https://t.co/kJBQvNrLiZ	
ecogreenpark	Eco Green Park	Manfaatin promo ini kalo ke #ecogreenpark diskon sampai 25% https://t.co/pW9UdPAkMo #ecogreenpark	wisata
evahimov	Eva Fahimah	"RT @pegi_pegi: Gabung member CGV Blitz, kamu bakal dapat diskon utk booking hotel, tiket pesawat & kereta api di pegipegi. Info di https://â€¦"	wisata
evahimov	Eva Fahimah	"RT @pegi_pegi: Pesan tiket kereta di pegipegi kini makin murah! Nikmati diskon sampai 30 Nov 2016, bisa dipakai berulang kali, lho! https:/â€¦"	wisata
bunda_celine	Bunda Celine	"Kapan lagi bisa dapat diskon 10% untuk booking hotel dari https://t.co/aAhIkTTEji? Caranya mudah, share promo ini! https://t.co/QtVBgeAoJb"	wisata
katalogpromosi	katalogpromosi	GIORDANO Diskon 20% untuk produk reguler dengan Kartu Kredit BNI https://t.co/nMmMXeay7H	fashion
0330rinrin	"â™¥DJ,HS,JH,YS,GK,DWâ™¥"	"RT @yes24indonesia: Sangat menarik, buku The Girl on Paper diskon hingga 15% https://t.co/v9EnZaQKwD https://t.co/2StyiqnF06"	buku
eurial	E.	"@ayudeaa Cuma kalo suka banget sama modelnya, tau nanti bakal susah nyari, apalagi kalo diskon 50% ðŸ¤” I did buy 2 identical pairs, twice."	
Giladiskon	Giladiskon Indonesia	"Cosmetics Clearance SALE, Diskon hingga 80%. Info-> https://t.co/yTTdTwyigf"	kecantikan
susupeninggibdn	Peninggi Badan Alami	SamarindaIKLAN PROMO MENARIK! diskon khusus. 082121708858 Paket NHCP+ZINC peninggi badan herbal dan dijamin terbukti!	kecantikan
tiket	Tiket.com	Ajak keluarga besar liburan tak perlu pusing lagi! Diskon menginap Rp. 100.000/Malam/Kamar hanya ada diâ€¦ https://t.co/R0CKOMZiNw	wisata
kdri	Kementerian Desain	HARI TERAKHIR !! Pastikan kamu sudah memilih kaos favorit kamu ya Mbool :D KLIK -> https://t.co/EQON7HBTW2 #KDRIâ€¦ https://t.co/adQlYpjHnZ	
Giladiskon	Giladiskon Indonesia	PHD Pizza Hut Promo Spesial Paket Mantap - Harga Spesial Hanya Rp. 130.000 https://t.co/YubprBIefU #diskon	kuliner
cookieseulgi	"Seulgi, K."	Mentab rame macam lagi rebutan diskon baju	
yayoimusume	Faira	@jusrecht @Eve_Shi Ceritanya dia nawarin diskon belanja online. Malah takut belanja kl gini mah XD https://t.co/7OkV3W8ztv	
semuasale	Semua Sale	Kini diskon 25% untuk Voucher Makan senilai Rp. 100.000! Ada ragam menu mulai dari Chicken Teriyaki hingga Thai Iceâ€¦ https://t.co/lu6WFJwm8A	kuliner
katalogpromosi	katalogpromosi	FURAMA Resto DISKON 20% (Food Only) dengan Kartu Kredit BCA sd. 31 Desember 2016 https://t.co/mQJ2R0xa8E	kuliner
burupromo	Buru Promo	"Beli 1 Dapat Diskon 50% di #Produk Kedua, Kapan Lagi? https://t.co/05OQkA42g5 #CentralPark #Jakarta #Kota #Mall"	lain-lain
nikmatuninayah	nikmatuninayah	YaAllah stop godaan diskonðŸ˜ªðŸ™…	
katalogpromosi	katalogpromosi	GARUDA INDONESIA Diskon hingga 25% dengan Kartu Kredit BCA* berlaku sd. 15 Desember 2016 https://t.co/4BIsisE5Zr	wisata
WDZG	WADEZIG!â„¢	"Buat yang mau diskon, gabung jadi #WadezigCrowd dan dpt member card + Disc All Items u/ pembelanjaan di @WDZG https://t.co/B5kCnzDUrD"	lain-lain
imnaion	ðŸ¦„	@euxnseo tapi baik buat sistem suar untuk berita diskon(?)	
jimmyherdyansy2	NKRI harga mati	RT @DJ_edotin: @jimmyherdyansy2 @_B0SSS_ lho kluar fatwa mui lagi ? ðŸ˜€ðŸ˜€ðŸ˜€ Lg ada diskon fatwa ðŸ˜€ðŸ˜€	
hananurdinbot	Hananurdin Bot	Bagi anda yg menyukai penghematan & Promo2 diskon Mari Follow @diskonevoucher krn banyak info diskon berguna bagi anda . Expand	
riska_salwaa	Riska Purnamasari	Kelakuan si @vikazweena ...adeknya sneng2 kakanya diem drmh...#promoancol #murah #diskon #promoâ€¦ https://t.co/F5uRIwJrPy	
